State,Institute,Course,Quota,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala,"Academy of Med Sci, Pariyaram",SPM,AIQ,"69,470","57,876",1,"50,00,000",1752,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala,"Academy of Med Sci, Pariyaram",PHYSIOLOGY,AIQ,"69,470","57,876",1,"50,00,000",1752,,,,,,,,,,,,,,,,,,,,,,,,,
Odisha,"Acharya Harihar Cancer,Cuttack",PATHOLOGY,AIQ,"38,500","88,686",2,"66,30,000",Info Not Available,,,,,,,,,,,,,,,,,,,,,,,,,
Odisha,"Acharya Harihar Cancer,Cuttack",ANAESTHESIOLOGY,AIQ,"38,500","70,686",2,"53,30,000",Info Not Available,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"ACSR Medical College, Nellore",SPM,AIQ,"48,600","60,823",0,0,355,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"ACSR Medical College, Nellore",ANATOMY,AIQ,"48,600","60,823",0,0,355,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"ACSR Medical College, Nellore",TBRD,AIQ,"48,600","60,823",0,0,355,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"ACSR Medical College, Nellore",PAEDIATRICS,AIQ,"48,600","60,823",0,0,355,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"ACSR Medical College, Nellore",FORENSIC MEDICINE,AIQ,"48,600","60,823",0,0,355,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"ACSR Medical College, Nellore",ANAESTHESIOLOGY,AIQ,"48,600","60,823",0,0,355,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"ACSR Medical College, Nellore",OPHTHALMOLOGY,AIQ,"48,600","60,823",0,0,355,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"ACSR Medical College, Nellore",PSYCHIATRY,AIQ,"48,600","60,823",0,0,355,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"ACSR Medical College, Nellore",GENERAL MEDICINE,AIQ,"48,600","60,823",0,0,355,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"ACSR Medical College, Nellore",OBG,AIQ,"48,600","60,823",0,0,355,,,,,,,,,,,,,,,,,,,,,,,,,
Tripura,"Agartala Med Coll, Agartala",RADIATION ONCOLOGY,AIQ,"1,50,000","55,200",1,"50,00,000",580,,,,,,,,,,,,,,,,,,,,,,,,,
Tripura,"Agartala Med Coll, Agartala",PHYSIOLOGY,AIQ,"1,50,000","55,200",1,"35,00,000",580,,,,,,,,,,,,,,,,,,,,,,,,,
Tripura,"Agartala Med Coll, Agartala",PHARMACOLOGY,AIQ,"1,50,000","55,200",1,"35,00,000",580,,,,,,,,,,,,,,,,,,,,,,,,,
Tripura,"Agartala Med Coll, Agartala",TBRD,AIQ,"1,50,000","55,200",1,"50,00,000",580,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"SVIMS, Tirupati",ANAESTHESIOLOGY,AIQ,"2,11,600","80,904",1,"40,00,000",1257,,,,,,,,,,,,,,,,,,,,,,,,,
Tripura,"Agartala Med Coll, Agartala",ANATOMY,AIQ,"1,50,000","55,200",1,"35,00,000",580,,,,,,,,,,,,,,,,,,,,,,,,,
Tripura,"Agartala Med Coll, Agartala",PATHOLOGY,AIQ,"1,50,000","55,200",1,"35,00,000",580,,,,,,,,,,,,,,,,,,,,,,,,,
Tripura,"Agartala Med Coll, Agartala",BIOCHEMISTRY,AIQ,"1,50,000","55,200",1,"35,00,000",580,,,,,,,,,,,,,,,,,,,,,,,,,
Tripura,"Agartala Med Coll, Agartala",OPHTHALMOLOGY,AIQ,"1,50,000","55,200",1,"50,00,000",580,,,,,,,,,,,,,,,,,,,,,,,,,
Tripura,"Agartala Med Coll, Agartala",GENERAL MEDICINE,AIQ,"1,50,000","55,200",1,"50,00,000",580,,,,,,,,,,,,,,,,,,,,,,,,,
Tripura,"Agartala Med Coll, Agartala",ORTHOPAEDICS,AIQ,"1,50,000","55,200",1,"50,00,000",580,,,,,,,,,,,,,,,,,,,,,,,,,
Tripura,"Agartala Med Coll, Agartala",ENT,AIQ,"1,50,000","55,200",1,"50,00,000",580,,,,,,,,,,,,,,,,,,,,,,,,,
Tripura,"Agartala Med Coll, Agartala",GENERAL SURGERY,AIQ,"1,50,000","55,200",1,"50,00,000",580,,,,,,,,,,,,,,,,,,,,,,,,,
Tripura,"Agartala Med Coll, Agartala",SPM,AIQ,"1,50,000","55,200",1,"35,00,000",580,,,,,,,,,,,,,,,,,,,,,,,,,
Tripura,"Agartala Med Coll, Agartala",MICROBIOLOGY,AIQ,"1,50,000","55,200",1,"35,00,000",580,,,,,,,,,,,,,,,,,,,,,,,,,
Tripura,"Agartala Med Coll, Agartala",RADIO DIAGNOSIS,AIQ,"1,50,000","55,200",1,"50,00,000",580,,,,,,,,,,,,,,,,,,,,,,,,,
Tripura,"Agartala Med Coll, Agartala",OBG,AIQ,"1,50,000","55,200",1,"50,00,000",580,,,,,,,,,,,,,,,,,,,,,,,,,
Tripura,"Agartala Med Coll, Agartala",PAEDIATRICS,AIQ,"1,50,000","55,200",1,"50,00,000",580,,,,,,,,,,,,,,,,,,,,,,,,,
Tripura,"Agartala Med Coll, Agartala",ANAESTHESIOLOGY,AIQ,"1,50,000","55,200",1,"50,00,000",580,,,,,,,,,,,,,,,,,,,,,,,,,
Tripura,"Agartala Med Coll, Agartala",FORENSIC MEDICINE,AIQ,"1,50,000","55,200",1,"35,00,000",580,,,,,,,,,,,,,,,,,,,,,,,,,
Tripura,"Agartala Med Coll, Agartala",PSYCHIATRY,AIQ,"1,50,000","55,200",1,"50,00,000",580,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,"AIIHPH, Kolkata",SPM,AIQ,"12,000","1,11,780",0,0,Info Not Available,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,"AIIHPH, Kolkata",EPIDEMIOLOGY,AIQ,"12,000","1,11,780",0,0,Info Not Available,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,"AIIPMR, Mumbai",PMR,AIQ,"1,43,300","1,08,799",0,0,Info Not Available,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Andhra Med Coll, Vizag",TBRD,AIQ,"48,600","60,823",0,0,1030,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Andhra Med Coll, Vizag",OPHTHALMOLOGY,AIQ,"48,600","60,823",0,0,1030,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Andhra Med Coll, Vizag",FORENSIC MEDICINE,AIQ,"48,600","60,823",0,0,1030,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Andhra Med Coll, Vizag",ORTHOPAEDICS,AIQ,"48,600","60,823",0,0,1030,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Andhra Med Coll, Vizag",PATHOLOGY,AIQ,"48,600","60,823",0,0,1030,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Andhra Med Coll, Vizag",ENT,AIQ,"48,600","60,823",0,0,1030,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Andhra Med Coll, Vizag",PAEDIATRICS,AIQ,"48,600","60,823",0,0,1030,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Andhra Med Coll, Vizag",BIOCHEMISTRY,AIQ,"48,600","60,823",0,0,1030,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Andhra Med Coll, Vizag",RADIO DIAGNOSIS,AIQ,"48,600","60,823",0,0,1030,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Andhra Med Coll, Vizag",ANATOMY,AIQ,"48,600","60,823",0,0,1030,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Andhra Med Coll, Vizag",MICROBIOLOGY,AIQ,"48,600","60,823",0,0,1030,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Andhra Med Coll, Vizag",SPM,AIQ,"48,600","60,823",0,0,1030,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Andhra Med Coll, Vizag",PHARMACOLOGY,AIQ,"48,600","60,823",0,0,1030,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Andhra Med Coll, Vizag",PHYSIOLOGY,AIQ,"48,600","60,823",0,0,1030,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Andhra Med Coll, Vizag",ANAESTHESIOLOGY,AIQ,"48,600","60,823",0,0,1030,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Andhra Med Coll, Vizag",GENERAL SURGERY,AIQ,"48,600","60,823",0,0,1030,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Andhra Med Coll, Vizag",GENERAL MEDICINE,AIQ,"48,600","60,823",0,0,1030,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Andhra Med Coll, Vizag",PSYCHIATRY,AIQ,"48,600","60,823",0,0,1030,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Andhra Med Coll, Vizag",DERMATOLOGY,AIQ,"48,600","60,823",0,0,1030,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Andhra Med Coll, Vizag",OBG,AIQ,"48,600","60,823",0,0,1030,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Andhra Med Coll, Vizag",RADIATION ONCOLOGY,AIQ,"48,600","60,823",0,0,1030,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,"JN Med College, Meghe, Wardha",EMERGENCY MEDICINE,MNG,"30,00,000","66,829",1,"5,00,000",2150,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,"AN Magadh, Gaya",ORTHOPAEDICS,AIQ,"9,000","82,000",3,"25,00,000",425,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,"AN Magadh, Gaya",MICROBIOLOGY,AIQ,"9,000","82,000",3,"25,00,000",425,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,"AN Magadh, Gaya",OPHTHALMOLOGY,AIQ,"9,000","82,000",3,"25,00,000",425,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,"AN Magadh, Gaya",BIOCHEMISTRY,AIQ,"9,000","82,000",3,"25,00,000",425,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,"AN Magadh, Gaya",DERMATOLOGY,AIQ,"9,000","82,000",3,"25,00,000",425,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,"AN Magadh, Gaya",PAEDIATRICS,AIQ,"9,000","82,000",3,"25,00,000",425,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,"AN Magadh, Gaya",GENERAL SURGERY,AIQ,"9,000","82,000",3,"25,00,000",425,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,"AN Magadh, Gaya",PATHOLOGY,AIQ,"9,000","82,000",3,"25,00,000",425,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,"AN Magadh, Gaya",ANAESTHESIOLOGY,AIQ,"9,000","82,000",3,"25,00,000",425,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,"AN Magadh, Gaya",PHYSIOLOGY,AIQ,"9,000","82,000",3,"25,00,000",425,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,"AN Magadh, Gaya",ENT,AIQ,"9,000","82,000",3,"25,00,000",425,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,"AN Magadh, Gaya",PHARMACOLOGY,AIQ,"9,000","82,000",3,"25,00,000",425,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,"AN Magadh, Gaya",ANATOMY,AIQ,"9,000","82,000",3,"25,00,000",425,,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,"AN Magadh, Gaya",OBG,AIQ,"9,000","82,000",3,"25,00,000",425,,,,,,,,,,,,,,,,,,,,,,,,,
Assam,"Assam Med Coll, Dibrugarh",OPHTHALMOLOGY,AIQ,"17,900","55,200",2,"20,00,000",1365,,,,,,,,,,,,,,,,,,,,,,,,,
Assam,"Assam Med Coll, Dibrugarh",RADIO DIAGNOSIS,AIQ,"17,900","55,200",2,"20,00,000",1365,,,,,,,,,,,,,,,,,,,,,,,,,
Assam,"Assam Med Coll, Dibrugarh",GENERAL SURGERY,AIQ,"17,900","55,200",2,"20,00,000",1365,,,,,,,,,,,,,,,,,,,,,,,,,
Assam,"Assam Med Coll, Dibrugarh",PAEDIATRICS,AIQ,"17,900","55,200",2,"20,00,000",1365,,,,,,,,,,,,,,,,,,,,,,,,,
Assam,"Assam Med Coll, Dibrugarh",PHYSIOLOGY,AIQ,"17,900","55,200",2,"20,00,000",1365,,,,,,,,,,,,,,,,,,,,,,,,,
Assam,"Assam Med Coll, Dibrugarh",RADIATION ONCOLOGY,AIQ,"17,900","55,200",2,"20,00,000",1365,,,,,,,,,,,,,,,,,,,,,,,,,
Assam,"Assam Med Coll, Dibrugarh",DERMATOLOGY,AIQ,"17,900","55,200",2,"20,00,000",1365,,,,,,,,,,,,,,,,,,,,,,,,,
Assam,"Assam Med Coll, Dibrugarh",ORTHOPAEDICS,AIQ,"17,900","55,200",2,"20,00,000",1365,,,,,,,,,,,,,,,,,,,,,,,,,
Assam,"Assam Med Coll, Dibrugarh",OBG,AIQ,"17,900","55,200",2,"20,00,000",1365,,,,,,,,,,,,,,,,,,,,,,,,,
Assam,"Assam Med Coll, Dibrugarh",ANATOMY,AIQ,"17,900","55,200",2,"20,00,000",1365,,,,,,,,,,,,,,,,,,,,,,,,,
Assam,"Assam Med Coll, Dibrugarh",FORENSIC MEDICINE,AIQ,"17,900","55,200",2,"20,00,000",1365,,,,,,,,,,,,,,,,,,,,,,,,,
Assam,"Assam Med Coll, Dibrugarh",BIOCHEMISTRY,AIQ,"17,900","55,200",2,"20,00,000",1365,,,,,,,,,,,,,,,,,,,,,,,,,
Assam,"Assam Med Coll, Dibrugarh",GENERAL MEDICINE,AIQ,"17,900","55,200",2,"20,00,000",1365,,,,,,,,,,,,,,,,,,,,,,,,,
Assam,"Assam Med Coll, Dibrugarh",MICROBIOLOGY,AIQ,"17,900","55,200",2,"20,00,000",1365,,,,,,,,,,,,,,,,,,,,,,,,,
Assam,"Assam Med Coll, Dibrugarh",PATHOLOGY,AIQ,"17,900","55,200",2,"20,00,000",1365,,,,,,,,,,,,,,,,,,,,,,,,,
Assam,"Assam Med Coll, Dibrugarh",PHARMACOLOGY,AIQ,"17,900","55,200",2,"20,00,000",1365,,,,,,,,,,,,,,,,,,,,,,,,,
Assam,"Assam Med Coll, Dibrugarh",ENT,AIQ,"17,900","55,200",2,"20,00,000",1365,,,,,,,,,,,,,,,,,,,,,,,,,
Assam,"Assam Med Coll, Dibrugarh",PSYCHIATRY,AIQ,"17,900","55,200",2,"20,00,000",1365,,,,,,,,,,,,,,,,,,,,,,,,,
Assam,"Assam Med Coll, Dibrugarh",ANAESTHESIOLOGY,AIQ,"17,900","55,200",2,"20,00,000",1365,,,,,,,,,,,,,,,,,,,,,,,,,
Assam,"Assam Med Coll, Dibrugarh",SPM,AIQ,"17,900","55,200",2,"20,00,000",1365,,,,,,,,,,,,,,,,,,,,,,,,,
Assam,"Assam Med Coll, Dibrugarh",DCH,AIQ,"17,900","55,200",2,"15,00,000",1365,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",OBG,AIQ,"1,01,500","75,444",1,"10,00,000",300,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",PHYSIOLOGY,AIQ,"1,01,500","75,444",1,"10,00,000",300,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",PAEDIATRICS,AIQ,"1,01,500","75,444",1,"10,00,000",300,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",BIOCHEMISTRY,AIQ,"1,01,500","75,444",1,"10,00,000",300,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",PATHOLOGY,AIQ,"1,01,500","75,444",1,"10,00,000",300,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",ENT,AIQ,"1,01,500","75,444",1,"10,00,000",300,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",FORENSIC MEDICINE,AIQ,"1,01,500","75,444",1,"10,00,000",300,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",ORTHOPAEDICS,AIQ,"1,01,500","75,444",1,"10,00,000",300,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",MICROBIOLOGY,AIQ,"1,01,500","75,444",1,"10,00,000",300,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",GENERAL SURGERY,AIQ,"1,01,500","75,444",1,"10,00,000",300,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",OPHTHALMOLOGY,AIQ,"1,01,500","75,444",1,"10,00,000",300,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",SPM,AIQ,"1,01,500","75,444",1,"10,00,000",300,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"Auton. State Med Coll, Ayodhya",ANATOMY,AIQ,"40,000","1,00,980",2,"40,00,000",Info Not Available,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"Auton. State Med Coll, Ayodhya",BIOCHEMISTRY,AIQ,"40,000","1,00,980",2,"40,00,000",Info Not Available,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"Auton. State Med Coll, Ayodhya",GENERAL MEDICINE,AIQ,"40,000","1,00,980",2,"40,00,000",Info Not Available,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"Auton. State Med Coll, Ayodhya",PATHOLOGY,AIQ,"40,000","1,00,980",2,"40,00,000",Info Not Available,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"Auton. State Med Coll, Ayodhya",PHARMACOLOGY,AIQ,"40,000","1,00,980",2,"40,00,000",Info Not Available,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"Auton. State Med Coll, Ayodhya",PHYSIOLOGY,AIQ,"40,000","1,00,980",2,"40,00,000",Info Not Available,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"Auton. State Med Coll, Ayodhya",SPM,AIQ,"40,000","1,00,980",2,"40,00,000",Info Not Available,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,"BJMC, Pune",GENERAL SURGERY,AIQ,"1,43,300","92,522",1,"50,00,000",1296,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,"BJMC, Pune",MICROBIOLOGY,AIQ,"1,43,300","92,522",1,"50,00,000",1296,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,"BJMC, Pune",OPHTHALMOLOGY,AIQ,"1,43,300","92,522",1,"50,00,000",1296,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,"BJMC, Pune",PAEDIATRICS,AIQ,"1,43,300","92,522",1,"50,00,000",1296,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,"BJMC, Pune",PHARMACOLOGY,AIQ,"1,43,300","92,522",1,"50,00,000",1296,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,"BJMC, Pune",PATHOLOGY,AIQ,"1,43,300","92,522",1,"50,00,000",1296,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,"BJMC, Pune",PSYCHIATRY,AIQ,"1,43,300","92,522",1,"50,00,000",1296,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,"BJMC, Pune",ANATOMY,AIQ,"1,43,300","92,522",1,"50,00,000",1296,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,"BJMC, Pune",RADIO DIAGNOSIS,AIQ,"1,43,300","92,522",1,"50,00,000",1296,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,"BJMC, Pune",ENT,AIQ,"1,43,300","92,522",1,"50,00,000",1296,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,"BJMC, Pune",ANAESTHESIOLOGY,AIQ,"1,43,300","92,522",1,"50,00,000",1296,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,"BJMC, Pune",OBG,AIQ,"1,43,300","92,522",1,"50,00,000",1296,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,"BJMC, Pune",BIOCHEMISTRY,AIQ,"1,43,300","92,522",1,"50,00,000",1296,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,"BJMC, Pune",TBRD,AIQ,"1,43,300","92,522",1,"50,00,000",1296,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,"BJMC, Pune",SPM,AIQ,"1,43,300","92,522",1,"50,00,000",1296,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,"BJMC, Pune",GENERAL MEDICINE,AIQ,"1,43,300","92,522",1,"50,00,000",1296,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,"BJMC, Pune",PHYSIOLOGY,AIQ,"1,43,300","92,522",1,"50,00,000",1296,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,"BJMC, Pune",ORTHOPAEDICS,AIQ,"1,43,300","92,522",1,"50,00,000",1296,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,"BJMC, Pune",DERMATOLOGY,AIQ,"1,43,300","92,522",1,"50,00,000",1296,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,"BJMC, Pune",EMERGENCY MEDICINE,AIQ,"1,43,300","92,522",1,"50,00,000",1296,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,"BJMC, Pune",FORENSIC MEDICINE,AIQ,"1,43,300","92,522",1,"50,00,000",1296,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Bangalore Med Coll, Bangalore",GENERAL MEDICINE,AIQ,"1,24,150","56,250",3,"50,00,000",1993,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Bangalore Med Coll, Bangalore",PATHOLOGY,AIQ,"69,150","56,250",3,"50,00,000",1993,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Bangalore Med Coll, Bangalore",PAEDIATRICS,AIQ,"1,24,150","56,250",3,"50,00,000",1993,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Bangalore Med Coll, Bangalore",ORTHOPAEDICS,AIQ,"1,24,150","56,250",3,"50,00,000",1993,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Bangalore Med Coll, Bangalore",FORENSIC MEDICINE,AIQ,"69,150","56,250",3,"50,00,000",1993,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Bangalore Med Coll, Bangalore",DERMATOLOGY,AIQ,"1,24,150","56,250",3,"50,00,000",1993,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Bangalore Med Coll, Bangalore",SPM,AIQ,"69,150","56,250",3,"50,00,000",1993,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Bangalore Med Coll, Bangalore",MICROBIOLOGY,AIQ,"69,150","56,250",3,"50,00,000",1993,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Bangalore Med Coll, Bangalore",ANATOMY,AIQ,"41,650","56,250",3,"50,00,000",1993,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Bangalore Med Coll, Bangalore",BIOCHEMISTRY,AIQ,"41,650","56,250",3,"50,00,000",1993,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Bangalore Med Coll, Bangalore",PHARMACOLOGY,AIQ,"69,150","56,250",3,"50,00,000",1993,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Bangalore Med Coll, Bangalore",ENT,AIQ,"1,24,150","56,250",3,"50,00,000",1993,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Bangalore Med Coll, Bangalore",RADIO DIAGNOSIS,AIQ,"1,24,150","56,250",3,"50,00,000",1993,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Bangalore Med Coll, Bangalore",OBG,AIQ,"1,24,150","56,250",3,"50,00,000",1993,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Bangalore Med Coll, Bangalore",RADIATION ONCOLOGY,AIQ,"1,24,150","56,250",3,"50,00,000",1993,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Bangalore Med Coll, Bangalore",OPHTHALMOLOGY,AIQ,"1,24,150","56,250",3,"50,00,000",1993,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Bangalore Med Coll, Bangalore",PSYCHIATRY,AIQ,"1,24,150","56,250",3,"50,00,000",1993,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Bangalore Med Coll, Bangalore",ANAESTHESIOLOGY,AIQ,"1,24,150","56,250",3,"50,00,000",1993,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Bangalore Med Coll, Bangalore",PHYSIOLOGY,AIQ,"41,650","56,250",3,"50,00,000",1993,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Bangalore Med Coll, Bangalore",GENERAL SURGERY,AIQ,"1,24,150","56,250",3,"50,00,000",1993,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Bangalore Med Coll, Bangalore",SPORTS MEDICINE,AIQ,"1,24,150","56,250",3,"50,00,000",1993,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Bangalore Med Coll, Bangalore",GERIATRICS,AIQ,"1,24,150","56,250",3,"50,00,000",1993,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Bangalore Med Coll, Bangalore",IHBT,AIQ,"1,24,150","56,250",3,"50,00,000",1993,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Bangalore Med Coll, Bangalore",TBRD,AIQ,"1,24,150","56,250",3,"50,00,000",1993,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,Bankura Sammilani Med Coll,ORTHOPAEDICS,AIQ,"12,000","49,884",3,"30,00,000",1441,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,Bankura Sammilani Med Coll,FORENSIC MEDICINE,AIQ,"12,000","49,884",3,"30,00,000",1441,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,Bankura Sammilani Med Coll,SPM,AIQ,"12,000","49,884",3,"30,00,000",1441,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,Bankura Sammilani Med Coll,PATHOLOGY,AIQ,"12,000","49,884",3,"30,00,000",1441,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,Bankura Sammilani Med Coll,ANAESTHESIOLOGY,AIQ,"12,000","49,884",3,"30,00,000",1441,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,Bankura Sammilani Med Coll,ENT,AIQ,"12,000","49,884",3,"30,00,000",1441,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,Bankura Sammilani Med Coll,OPHTHALMOLOGY,AIQ,"12,000","49,884",3,"30,00,000",1441,,,,,,,,,,,,,,,,,,,,,,,,,
