Round,Quota,Category,State,Institute,Course,Seats,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
1,AIQ,ST,Delhi,"UCMS, Delhi",ANATOMY,1,"₹57,600*","₹1,26,927*",0*,₹0*,1000,-,-,-,-,-,94570(1),107105(1),107105(1),-,-
2,AIQ,ST,Delhi,"UCMS, Delhi",ANATOMY,0+1(VV),"₹57,600*","₹1,26,927*",0*,₹0*,1000,-,-,-,-,-,94570(1),107105(1),107105(1),-,-
3,AIQ,ST,Delhi,"UCMS, Delhi",ANATOMY,0+1(VV),"₹57,600*","₹1,26,927*",0*,₹0*,1000,-,-,-,-,-,94570(1),107105(1),107105(1),-,-
1,AIQ,GEN,Uttar Pradesh,"LLRM Med Coll, Meerut",PHYSIOLOGY,3,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1090,-,-,39899(1),117654(1),-,76290(3),99433(3),107121(3),69407(1),99433(1)
2,AIQ,GEN,Uttar Pradesh,"LLRM Med Coll, Meerut",PHYSIOLOGY,3,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1090,-,-,39899(1),117654(1),-,76290(3),99433(3),107121(3),69407(1),99433(1)
3,AIQ,GEN,Uttar Pradesh,"LLRM Med Coll, Meerut",PHYSIOLOGY,1+1(VV),"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1090,-,-,39899(1),117654(1),-,76290(3),99433(3),107121(3),69407(1),99433(1)
4,AIQ,GEN,Uttar Pradesh,"LLRM Med Coll, Meerut",PHYSIOLOGY,1,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1090,-,-,39899(1),117654(1),-,76290(3),99433(3),107121(3),69407(1),99433(1)
5,AIQ,GEN,Uttar Pradesh,"LLRM Med Coll, Meerut",PHYSIOLOGY,1,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1090,-,-,39899(1),117654(1),-,76290(3),99433(3),107121(3),69407(1),99433(1)
1,AIQ,SC,Gujarat,"Medical College, Baroda",ANATOMY,1,"₹30,000*","₹1,00,800",0*,₹0*,1250,-,-,-,-,-,95260(1),95260(1),107141(1),-,-
2,AIQ,SC,Gujarat,"Medical College, Baroda",ANATOMY,0+1(VV),"₹30,000*","₹1,00,800",0*,₹0*,1250,-,-,-,-,-,95260(1),95260(1),107141(1),-,-
3,AIQ,SC,Gujarat,"Medical College, Baroda",ANATOMY,1,"₹30,000*","₹1,00,800",0*,₹0*,1250,-,-,-,-,-,95260(1),95260(1),107141(1),-,-
1,MNG,GEN,Tamil Nadu,"SRM Med Coll, Kancheepuram",SPM,8,"₹7,00,000*","₹50,923",0,₹0,1590,106529(9),106529(9),106529(9),-,-,110772(8),110772(8),107151(9),-,-
2,MNG,GEN,Tamil Nadu,"SRM Med Coll, Kancheepuram",SPM,1+5(VV),"₹7,00,000*","₹50,923",0,₹0,1590,106529(9),106529(9),106529(9),-,-,110772(8),110772(8),107151(9),-,-
3,MNG,GEN,Tamil Nadu,"SRM Med Coll, Kancheepuram",SPM,1+5(VV),"₹7,00,000*","₹50,923",0,₹0,1590,106529(9),106529(9),106529(9),-,-,110772(8),110772(8),107151(9),-,-
1,AIQ,ST,West Bengal,"AIIHPH, Kolkata",SPM,1,"₹12,000","₹1,11,780",0,₹0,Info Not Available,78299(1),95050(1),109123(1),-,-,77239(1),87227(1),107152(1),-,-
2,AIQ,ST,West Bengal,"AIIHPH, Kolkata",SPM,0+1(VV),"₹12,000","₹1,11,780",0,₹0,Info Not Available,78299(1),95050(1),109123(1),-,-,77239(1),87227(1),107152(1),-,-
3,AIQ,ST,West Bengal,"AIIHPH, Kolkata",SPM,1,"₹12,000","₹1,11,780",0,₹0,Info Not Available,78299(1),95050(1),109123(1),-,-,77239(1),87227(1),107152(1),-,-
1,NBE Diploma,ST,Uttar Pradesh,"ShriShivPrasadDistHos,Varanasi",DCH(NBEMS),1,"₹1,25,000","₹70,000",0*,₹0*,316,-,-,-,-,-,107181(1),107181(1),107181(1),-,-
1,AIQ,SC,Uttar Pradesh,"KGMU, Lucknow",ANATOMY,1,"₹54,700*","₹1,09,955",2*,"₹40,00,000*",4500,-,-,-,-,-,120062(1),89499(1),107200(1),125717(1),-
2,AIQ,SC,Uttar Pradesh,"KGMU, Lucknow",ANATOMY,1,"₹54,700*","₹1,09,955",2*,"₹40,00,000*",4500,-,-,-,-,-,120062(1),89499(1),107200(1),125717(1),-
3,AIQ,SC,Uttar Pradesh,"KGMU, Lucknow",ANATOMY,1,"₹54,700*","₹1,09,955",2*,"₹40,00,000*",4500,-,-,-,-,-,120062(1),89499(1),107200(1),125717(1),-
4,AIQ,SC,Uttar Pradesh,"KGMU, Lucknow",ANATOMY,1,"₹54,700*","₹1,09,955",2*,"₹40,00,000*",4500,-,-,-,-,-,120062(1),89499(1),107200(1),125717(1),-
1,NRI,GEN,Maharashtra,"BVDU, Pune",DERMATOLOGY,3,"₹1,15,73,000*","₹76,000*",1*,"₹12,00,000*",856,90935(3),90935(1),90935(3),138723(1),-,107298(3),107298(3),107298(3),-,-
2,NRI,GEN,Maharashtra,"BVDU, Pune",DERMATOLOGY,1,"₹1,15,73,000*","₹76,000*",1*,"₹12,00,000*",856,90935(3),90935(1),90935(3),138723(1),-,107298(3),107298(3),107298(3),-,-
1,AIQ,GEN,Uttar Pradesh,"Auton. State Med Coll, Ayodhya",ANATOMY,1,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",-,-,-,-,-,-,80444(1),107306(1),107306(1),-,-
2,AIQ,GEN,Uttar Pradesh,"Auton. State Med Coll, Ayodhya",ANATOMY,1,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",-,-,-,-,-,-,80444(1),107306(1),107306(1),-,-
1,NRI,GEN,Telangana,"Malla Reddy IMS, Hyderabad",RADIO DIAGNOSIS,5,"₹1,25,25,000*","₹45,000",1,"₹15,00,000",940,-,-,-,-,-,107334(5),107334(5),107334(5),-,-
2,NRI,GEN,Telangana,"Malla Reddy IMS, Hyderabad",RADIO DIAGNOSIS,0+2(VV),"₹1,25,25,000*","₹45,000",1,"₹15,00,000",940,-,-,-,-,-,107334(5),107334(5),107334(5),-,-
3,NRI,GEN,Telangana,"Malla Reddy IMS, Hyderabad",RADIO DIAGNOSIS,0+2(VV),"₹1,25,25,000*","₹45,000",1,"₹15,00,000",940,-,-,-,-,-,107334(5),107334(5),107334(5),-,-
1,AIQ,GEN,Punjab,"Govt Med Coll, Patiala",BIOCHEMISTRY,1,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1130,-,-,-,-,-,72003(1),80444(1),107344(1),87595(1),127494(1)
2,AIQ,GEN,Punjab,"Govt Med Coll, Patiala",BIOCHEMISTRY,0+1(VV),"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1130,-,-,-,-,-,72003(1),80444(1),107344(1),87595(1),127494(1)
3,AIQ,GEN,Punjab,"Govt Med Coll, Patiala",BIOCHEMISTRY,1,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1130,-,-,-,-,-,72003(1),80444(1),107344(1),87595(1),127494(1)
4,AIQ,GEN,Punjab,"Govt Med Coll, Patiala",BIOCHEMISTRY,1,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1130,-,-,-,-,-,72003(1),80444(1),107344(1),87595(1),127494(1)
5,AIQ,GEN,Punjab,"Govt Med Coll, Patiala",BIOCHEMISTRY,1,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1130,-,-,-,-,-,72003(1),80444(1),107344(1),87595(1),127494(1)
1,AIQ,SC,Rajasthan,"RNT, Udaipur",PHARMACOLOGY,1,"₹12,812*","₹82,800*",2*,"₹25,00,000*",2206,63077(1),108323(1),108323(1),-,-,95988(1),107464(1),107464(1),-,-
2,AIQ,SC,Rajasthan,"RNT, Udaipur",PHARMACOLOGY,0+1(VV),"₹12,812*","₹82,800*",2*,"₹25,00,000*",2206,63077(1),108323(1),108323(1),-,-,95988(1),107464(1),107464(1),-,-
3,AIQ,SC,Rajasthan,"RNT, Udaipur",PHARMACOLOGY,0+1(VV),"₹12,812*","₹82,800*",2*,"₹25,00,000*",2206,63077(1),108323(1),108323(1),-,-,95988(1),107464(1),107464(1),-,-
1,JM,GEN,Gujarat,"SBKS, Vadodara",PATHOLOGY,6,"₹13,50,000*","₹1,00,800*",1*,"₹15,00,000*",1340,98493(1),100187(2),176094(6),100187(1),-,106564(2),107470(3),107470(6),130356(1),119310(1)
2,JM,GEN,Gujarat,"SBKS, Vadodara",PATHOLOGY,5+1(VV),"₹13,50,000*","₹1,00,800*",1*,"₹15,00,000*",1340,98493(1),100187(2),176094(6),100187(1),-,106564(2),107470(3),107470(6),130356(1),119310(1)
3,JM,GEN,Gujarat,"SBKS, Vadodara",PATHOLOGY,3+3(VV),"₹13,50,000*","₹1,00,800*",1*,"₹15,00,000*",1340,98493(1),100187(2),176094(6),100187(1),-,106564(2),107470(3),107470(6),130356(1),119310(1)
4,JM,GEN,Gujarat,"SBKS, Vadodara",PATHOLOGY,1,"₹13,50,000*","₹1,00,800*",1*,"₹15,00,000*",1340,98493(1),100187(2),176094(6),100187(1),-,106564(2),107470(3),107470(6),130356(1),119310(1)
5,JM,GEN,Gujarat,"SBKS, Vadodara",PATHOLOGY,1,"₹13,50,000*","₹1,00,800*",1*,"₹15,00,000*",1340,98493(1),100187(2),176094(6),100187(1),-,106564(2),107470(3),107470(6),130356(1),119310(1)
4,AIQ,SC,Rajasthan,"RNT, Udaipur",FORENSIC MEDICINE,1,"₹12,812*","₹82,800*",2*,"₹25,00,000*",2206,-,-,-,-,-,-,-,107477(1),124330(1),-
1,AIQ,OBC,West Bengal,Burdwan Medical College,BIOCHEMISTRY,1,"₹12,000*","₹49,884",3*,"₹30,00,000*",1099,102361(1),-,137632(1),150458(1),-,40979(1),115173(1),107479(1),162046(1),168571(1)
2,AIQ,OBC,West Bengal,Burdwan Medical College,BIOCHEMISTRY,1,"₹12,000*","₹49,884",3*,"₹30,00,000*",1099,102361(1),-,137632(1),150458(1),-,40979(1),115173(1),107479(1),162046(1),168571(1)
