Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 3.5,CR 2024 4,CR 2024 5
TN Govt Quota,MBC Open,Tamil Nadu,"Mookambika IMS, Kanyakumari",MICROBIOLOGY,"₹3,00,000*","₹15,000*",0,₹0,600,5978(1),-,7936(1),8005(1),-,4417(1),6807(1),-,-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Velammal Med Col, Madurai",ANATOMY,"₹3,00,000*","₹37,000*",0,₹0,1024,-,-,-,-,-,6807(1),-,-,-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",GENERAL SURGERY,"₹3,50,000*","₹35,000*",0,₹0,800,-,-,8262(1),7689(1),-,-,6837(1),-,-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Trichy SRM Med Coll, Trichy",GENERAL SURGERY,"₹3,50,000*","₹35,000*",0,₹0,1575,-,-,-,-,-,6837(1),6781(1),-,-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"KarpagaVinayaga,Maduranthagam",BIOCHEMISTRY,"₹3,00,000*","₹10,000*",0,₹0,550,7398(1),-,7876(1),-,-,6348(1),6947(1),-,-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"CMC, Vellore",PATHOLOGY,"₹65,470*","₹51,000",0,₹0,2879,5247(1),5247(1),5247(1),-,-,6957(1),-,-,-,-,-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Madras Med Coll, Chennai",SPM,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,-,-,-,-,-,-,-,-,-,5815(1),6965(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Madras Med Coll, Chennai",ENT,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,-,-,-,-,-,-,-,-,-,2505(1),6979(1)
TN Govt Quota,BC Open,Tamil Nadu,"Mookambika IMS, Kanyakumari",PHYSIOLOGY,"₹3,00,000*","₹15,000*",0,₹0,600,6942(1),-,8234(1),-,-,7001(1),-,-,-,-,-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Aravind Eye Hosp, Madurai",OPHTHALMOLOGY,"₹3,50,000*","₹48,000",2*,"₹40,00,000*",1090,-,-,-,-,-,-,-,-,-,7002(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Govt Med Coll, Omandurar",EMERGENCY MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",Info Not Available,-,-,-,-,-,-,-,-,-,7025(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"KAPV Med Coll, Trichy",ANATOMY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2500,-,-,-,-,-,-,-,-,-,7056(1),-
NOT DEFINED,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",PATHOLOGY,"₹3,00,000*","₹35,000*",0,₹0,800,-,-,-,-,-,-,-,-,-,7063(2),-,
,,,,,,,,,,,,,,,,,,,,
TN Govt Quota,BC Open,Tamil Nadu,"Arunai Med Coll,Thiruvannamalai",BIOCHEMISTRY,"₹3,00,000*",Info not available,0,₹0,-,-,-,-,-,-,7095(1),7095(1),-,-,-,-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Velammal Med Col, Madurai",GENERAL SURGERY,"₹3,50,000*","₹37,000*",0,₹0,1024,-,-,-,-,-,-,-,-,-,7194(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Mohan Kumaramangalam, Salem",PATHOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1642,-,-,-,-,-,-,-,-,-,7247(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"St. Peters Medical Coll, Hosur",ORTHOPAEDICS,"₹3,50,000*",Info not available,Info Not Available,Info not available,-,-,-,-,-,-,-,-,-,-,7283(1),-
TN Govt Quota,SC Serv,Tamil Nadu,"KarpagaVinayaga,Maduranthagam",TBRD,"₹3,50,000*","₹10,000*",0,₹0,550,-,-,-,-,-,7325(1),-,-,-,-,-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",PSYCHIATRY,"₹3,50,000*","₹35,000*",0,₹0,800,-,-,-,-,-,-,-,-,-,6824(1),7326(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Stanley Med Coll, Chennai",FORENSIC MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,-,-,-,-,-,-,-,-,-,4820(1),7327(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Mookambika IMS, Kanyakumari",GENERAL SURGERY,"₹3,50,000*","₹15,000*",0,₹0,600,-,-,-,-,-,-,-,-,-,7335(3),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Madurai Med Coll, Madurai",FORENSIC MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,-,-,-,-,-,-,-,-,-,-,7363(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,Govt Vellore Med Coll,ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2858,-,-,-,-,-,-,-,-,-,6857(2),7375(1)
TN Govt Quota,SCA Open,Tamil Nadu,"Trichy SRM Med Coll, Trichy",OBG,"₹3,50,000*","₹35,000*",0,₹0,1575,4763(1),7344(1),7344(1),-,-,5557(1),7381(1),-,-,-,-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Stanley Med Coll, Chennai",ANATOMY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,-,-,-,-,-,-,-,-,-,7307(1),7425(1)
TN Govt Quota,MBC Open,Tamil Nadu,"Velammal Med Col, Madurai",BIOCHEMISTRY,"₹3,00,000*","₹37,000*",0,₹0,1024,-,-,8175(1),-,-,6176(1),7449(1),-,-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Srinivasan Med Coll,Samayapuram",SPM,"₹3,00,000*",Info not available,0,₹0,-,-,-,-,-,-,-,-,-,7478(2),-,-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Tagore Med Coll, Chennai",PATHOLOGY,"₹3,00,000*","₹35,000*",0,₹0,818,-,-,-,-,-,-,-,-,-,7484(1),-
TN Govt Quota,BC Serv,Tamil Nadu,"KarpagaVinayaga,Maduranthagam",ANAESTHESIOLOGY,"₹3,50,000*","₹10,000*",0,₹0,550,-,-,-,-,-,7499(1),-,-,-,-,-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Mookambika IMS, Kanyakumari",ANAESTHESIOLOGY,"₹3,50,000*","₹15,000*",0,₹0,600,-,-,-,-,-,-,-,-,-,7503(2),-
TN-CMC Minority 20,CMC 20% Minority,Tamil Nadu,"CMC, Vellore",ANATOMY,"₹65,470*","₹51,000",0,₹0,2879,6719(1),6719(1),6719(1),-,-,4068(1),7509(1),-,-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",PHYSIOLOGY,"₹3,00,000*","₹35,000*",0,₹0,800,5198(1),-,8312(1),-,-,7509(1),6090(1),-,-,-,-
TN Govt Quota,NOT DEFINED,Tamil Nadu,Coimbatore Med Coll,PATHOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1182,-,-,-,-,-,-,-,-,-,7535(2),5119(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Rajah Muthiah, Annamalainagar",DA,"₹50,000*","₹52,451*",1*,"₹20,00,000*",1400,-,-,-,-,-,-,-,-,-,7592(3),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,Govt Theni Med Coll,GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",940,-,-,-,-,-,-,-,-,-,1815(1),7594(1)
TN Govt Quota,MBC Open,Tamil Nadu,"Karpagam Faculty, Coimbatore",BIOCHEMISTRY,"₹3,00,000*","₹38,000*",0,₹0,675,-,-,-,-,-,7651(1),-,-,-,-,-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"St. Peters Medical Coll, Hosur",GENERAL SURGERY,"₹3,50,000*",Info not available,Info Not Available,Info not available,-,-,-,-,-,-,-,-,-,-,7671(2),-
TN Govt Quota,OC Open,Tamil Nadu,"Mookambika IMS, Kanyakumari",BIOCHEMISTRY,"₹3,00,000*","₹15,000*",0,₹0,600,7457(1),-,8322(1),-,-,7677(1),-,-,-,-,-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Rajah Muthiah, Annamalainagar",ANATOMY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1400,-,-,-,-,-,-,-,-,-,7679(1),-
TN Govt Quota,SCA Open,Tamil Nadu,"PSG IMS, Coimbatore",SPM,"₹3,00,000*","₹25,000*",0,₹0,1130,-,-,-,-,-,6193(1),7685(1),-,-,-,-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Madras Med Coll, Chennai",PATHOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,-,-,-,-,-,-,-,-,-,3990(1),7695(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Rajah Muthiah, Annamalainagar",PHARMACOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1400,-,-,-,-,-,-,-,-,-,7699(1),-
TN Govt Quota,OC Open,Tamil Nadu,"Mookambika IMS, Kanyakumari",ANATOMY,"₹3,00,000*","₹15,000*",0,₹0,600,-,-,8133(1),-,-,7703(1),7490(1),-,-,-,-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Rajah Muthiah, Annamalainagar",DORTHO,"₹50,000*","₹52,451*",1*,"₹20,00,000*",1400,-,-,-,-,-,-,-,-,-,7420(1),7754(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Madras Med Coll, Chennai",BIOCHEMISTRY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,-,-,-,-,-,-,-,-,-,7601(1),7763(1)
TN Govt Quota,BCM Open,Tamil Nadu,"CMC, Vellore",BIOCHEMISTRY,"₹65,470*","₹51,000",0,₹0,2879,-,7273(1),7273(1),-,-,5488(1),7765(1),-,-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,Melmaruvathur Adiparasakthi,PHYSIOLOGY,"₹3,00,000*","₹35,000*",0,₹0,700,7023(1),-,7226(1),-,-,7689(1),7803(1),-,-,-,-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Tagore Med Coll, Chennai",MICROBIOLOGY,"₹3,00,000*","₹35,000*",0,₹0,818,-,-,-,-,-,-,-,-,-,-,7805(1)
TN Govt Quota,SC Open,Tamil Nadu,"Arunai Med Coll,Thiruvannamalai",BIOCHEMISTRY,"₹3,00,000*",Info not available,0,₹0,-,-,-,-,-,-,7822(1),-,-,-,-,-
TN Govt Quota,SC Open,Tamil Nadu,"Annapoorna Medical Coll, Salem",PHYSIOLOGY,"₹3,00,000*","₹35,000*",0,₹0,-,-,-,-,-,-,7300(1),7822(1),-,-,-,-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Trichy SRM Med Coll, Trichy",SPM,"₹3,00,000*","₹35,000*",0,₹0,1575,-,-,-,-,-,-,-,-,-,7840(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,Govt Theni Med Coll,ANATOMY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",940,-,-,-,-,-,-,-,-,-,7884(1),7963(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Mookambika IMS, Kanyakumari",SPM,"₹3,00,000*","₹15,000*",0,₹0,600,-,-,-,-,-,-,-,-,-,7975(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Madras Med Coll, Chennai",ANATOMY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,-,-,-,-,-,-,-,-,-,7764(1),7984(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Kilpauk Med Coll, Chennai",PATHOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1700,-,-,-,-,-,-,-,-,-,8025(2),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,Govt Thoothukudi Med Coll,FORENSIC MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1212,-,-,-,-,-,-,-,-,-,8031(1),8078(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,Govt Dharmapuri Med Coll,ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",Info Not Available,-,-,-,-,-,-,-,-,-,-,8138(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,Coimbatore Med Coll,FORENSIC MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1182,-,-,-,-,-,-,-,-,-,8182(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,Melmaruvathur Adiparasakthi,FORENSIC MEDICINE,"₹3,00,000*","₹35,000*",0,₹0,700,-,-,-,-,-,-,-,-,-,6681(1),8183(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Trichy SRM Med Coll, Trichy",PHARMACOLOGY,"₹3,00,000*","₹35,000*",0,₹0,1575,-,-,-,-,-,-,-,-,-,8343(1),8165(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,"KarpagaVinayaga,Maduranthagam",PHYSIOLOGY,"₹3,00,000*","₹10,000*",0,₹0,550,-,-,-,-,-,-,-,-,-,8350(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"PSG IMS, Coimbatore",ANAESTHESIOLOGY,"₹3,50,000*","₹25,000*",0,₹0,1130,-,-,-,-,-,-,-,-,-,8359(2),7915(1)
NOT DEFINED,Tamil Nadu,"Rajah Muthiah, Annamalainagar",SPM,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1400,-,-,-,-,-,-,-,-,-,7767(1),8417(1),
,,,,,,,,,,,,,,,,,,,,
TN Govt Quota,NOT DEFINED,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",BIOCHEMISTRY,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",470,-,-,-,-,-,-,-,-,-,8422(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"St. Peters Medical Coll, Hosur",DERMATOLOGY,"₹3,50,000*",Info not available,Info Not Available,Info not available,-,-,-,-,-,-,-,-,-,-,8443(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"CMC, Vellore",FAMILY MEDICINE,"₹65,470*","₹51,000",2,"₹40,00,000",2879,-,-,-,-,-,-,-,-,-,8451(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Madras Med Coll, Chennai",PHYSIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,-,-,-,-,-,-,-,-,-,8508(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Srinivasan Med Coll,Samayapuram",SPM,"₹3,00,000*",Info not available,0,₹0,-,-,-,-,-,-,-,-,-,-,8533(2),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,Melmaruvathur Adiparasakthi,PHARMACOLOGY,"₹3,00,000*","₹35,000*",0,₹0,700,-,-,-,-,-,-,-,-,-,-,8547(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,"KarpagaVinayaga,Maduranthagam",PHARMACOLOGY,"₹3,00,000*","₹10,000*",0,₹0,550,-,-,-,-,-,-,-,-,-,-,8580(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,"KarpagaVinayaga,Maduranthagam",SPM,"₹3,00,000*","₹10,000*",0,₹0,550,-,-,-,-,-,-,-,-,-,-,8703(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,"KarpagaVinayaga,Maduranthagam",PATHOLOGY,"₹3,00,000*","₹10,000*",0,₹0,550,-,-,-,-,-,-,-,-,-,8741(1),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"CMC, Vellore",ANATOMY,"₹65,470*","₹51,000",0,₹0,2879,-,-,-,-,-,-,-,-,-,-,8753(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,"KAPV Med Coll, Trichy",BIOCHEMISTRY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2500,-,-,-,-,-,-,-,-,-,8759(2),-
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Mookambika IMS, Kanyakumari",BIOCHEMISTRY,"₹3,00,000*","₹15,000*",0,₹0,600,-,-,-,-,-,-,-,-,-,-,8845(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Rajah Muthiah, Annamalainagar",PATHOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1400,-,-,-,-,-,-,-,-,-,5981(2),8871(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Trichy SRM Med Coll, Trichy",OPHTHALMOLOGY,"₹3,50,000*","₹35,000*",0,₹0,1575,-,-,-,-,-,-,-,-,-,5237(2),8873(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",SPM,"₹3,00,000*","₹35,000*",0,₹0,800,-,-,-,-,-,-,-,-,-,7346(1),8886(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,"St. Peters Medical Coll, Hosur",SPM,"₹3,00,000*",Info not available,Info Not Available,Info not available,-,-,-,-,-,-,-,-,-,-,5978(1),8888(2)
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Mookambika IMS, Kanyakumari",ANATOMY,"₹3,00,000*","₹15,000*",0,₹0,600,-,-,-,-,-,-,-,-,-,-,8918(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Trichy SRM Med Coll, Trichy",BIOCHEMISTRY,"₹3,00,000*","₹35,000*",0,₹0,1575,-,-,-,-,-,-,-,-,-,8502(1),8922(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Arunai Med Coll,Thiruvannamalai",BIOCHEMISTRY,"₹3,00,000*",Info not available,0,₹0,-,-,-,-,-,-,-,-,-,-,-,8936(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,"St. Peters Medical Coll, Hosur",MICROBIOLOGY,"₹3,00,000*",Info not available,Info Not Available,Info not available,-,-,-,-,-,-,-,-,-,-,7951(1),8937(1)
TN Govt Quota,NOT DEFINED,Tamil Nadu,"Annapoorna Medical Coll, Salem",MICROBIOLOGY,"₹3,00,000*","₹35,000*",0,₹0,-,-,-,-,-,-,-,-,-,-,-,8948(1)
TN Govt Quota,BC Open,Tamil Nadu,"Stanley Med Coll, Chennai",RADIO DIAGNOSIS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,53(1),53(1),53(1),-,-,-,-,-,-,-,-
TN Govt Quota,BCM Open,Tamil Nadu,Thanjavur Med Coll,RADIO DIAGNOSIS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1466,138(1),138(1),138(1),-,-,-,-,-,-,-,-
TN Govt Quota,BC Open,Tamil Nadu,Thanjavur Med Coll,DERMATOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1466,247(1),389(1),220(1),-,-,-,-,-,-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"PSG IMS, Coimbatore",GENERAL MEDICINE,"₹3,50,000*","₹25,000*",0,₹0,1130,511(1),511(1),511(1),-,-,-,-,-,-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",RADIO DIAGNOSIS,"₹3,50,000*","₹35,000*",0,₹0,800,531(1),531(1),531(1),-,-,-,-,-,-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"CMC, Vellore",TBRD,"₹65,470*","₹51,000",2,"₹40,00,000",2879,559(1),559(1),559(1),-,-,-,-,-,-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"Rajah Muthiah, Annamalainagar",DERMATOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1400,580(1),599(1),599(1),-,-,-,-,-,-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Velammal Med Col, Madurai",GENERAL MEDICINE,"₹3,50,000*","₹37,000*",0,₹0,1024,647(1),647(1),647(1),-,-,-,-,-,-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Kilpauk Med Coll, Chennai",TBRD,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1700,417(1),811(1),407(1),-,-,-,-,-,-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"CMC, Vellore",DERMATOLOGY,"₹65,470*","₹51,000",2,"₹40,00,000",2879,864(1),616(1),616(1),-,-,-,-,-,-,-,-
TN Govt Quota,BC Open,Tamil Nadu,Coimbatore Med Coll,TBRD,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1182,377(1),873(1),532(1),-,-,-,-,-,-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"KarpagaVinayaga,Maduranthagam",RADIO DIAGNOSIS,"₹3,50,000*","₹10,000*",0,₹0,550,556(1),909(1),909(1),-,-,-,-,-,-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"Velammal Med Col, Madurai",RADIO DIAGNOSIS,"₹3,50,000*","₹37,000*",0,₹0,1024,939(1),939(1),939(1),-,-,-,-,-,-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,"Madras Med Coll, Chennai",DERMATOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,967(1),967(1),967(1),-,-,-,-,-,-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Madras Med Coll, Chennai",EMERGENCY MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,558(1),1039(1),1039(1),-,-,-,-,-,-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Kilpauk Med Coll, Chennai",TBRD,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1700,945(1),1124(1),1124(1),-,-,-,-,-,-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,"Kilpauk Med Coll, Chennai",DERMATOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1700,1189(1),1189(1),1189(1),-,-,-,-,-,-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"CMC, Vellore",GERIATRICS,"₹65,470*","₹51,000",2,"₹40,00,000",2879,1233(1),1233(1),1233(1),-,-,-,-,-,-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,Melmaruvathur Adiparasakthi,RADIO DIAGNOSIS,"₹3,50,000*","₹35,000*",0,₹0,700,1249(1),1249(1),1249(1),-,-,-,-,-,-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Madras Med Coll, Chennai",GERIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,1308(1),1308(1),1308(1),-,-,-,-,-,-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"CMC, Vellore",PAEDIATRICS,"₹65,470*","₹51,000",2,"₹40,00,000",2879,1397(1),1397(1),1397(1),-,-,-,-,-,-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Mohan Kumaramangalam, Salem",EMERGENCY MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1642,992(1),1585(1),1585(1),-,-,-,-,-,-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Madras Med Coll, Chennai",EMERGENCY MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,1592(1),1592(1),1592(1),-,-,-,-,-,-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Trichy SRM Med Coll, Trichy",TBRD,"₹3,50,000*","₹35,000*",0,₹0,1575,1624(1),1624(1),1624(1),-,-,-,-,-,-,-,-
TN Govt Quota,BCM Serv,Tamil Nadu,"Stanley Med Coll, Chennai",GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,1643(1),1643(1),1643(1),-,-,-,-,-,-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"CMC, Vellore",NEUROSURGERY 6 YRS,"₹42,416*","₹51,000*",4,"₹40,00,000",2879,635(1),713(1),1649(1),-,-,-,-,-,-,-,-
TN Govt Quota,SCA Open,Tamil Nadu,"CMC, Vellore",PAEDIATRICS,"₹65,470*","₹51,000",2,"₹40,00,000",2879,1688(1),1688(1),1688(1),-,-,-,-,-,-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"KarpagaVinayaga,Maduranthagam",DERMATOLOGY,"₹3,50,000*","₹10,000*",0,₹0,550,789(1),1766(1),1766(1),-,-,-,-,-,-,-,-
OC Open,Tamil Nadu,"Tagore Med Coll, Chennai",PAEDIATRICS,"₹3,50,000*","₹35,000*",0,₹0,818,1418(1),1817(1),1817(1),-,-,-,-,-,-,-,-,
TN Govt Quota,BC Open,Tamil Nadu,"CMC, Vellore",PSYCHIATRY,"₹65,470*","₹51,000",2,"₹40,00,000",2879,1706(1),2066(1),2066(1),-,-,-,-,-,-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Rajah Muthiah, Annamalainagar",DCH,"₹50,000*","₹52,451*",1*,"₹20,00,000*",1400,1866(1),2167(1),2167(1),-,-,-,-,-,-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Madha Medical College, Chennai",GENERAL MEDICINE,"₹3,50,000*",Info not available,0,₹0,-,1447(1),2188(1),2188(1),-,-,-,-,-,-,-,-
TN Govt Quota,BC Open,Tamil Nadu,Tirunelveli Med Coll,ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1737,1216(1),2223(1),2223(1),-,-,-,-,-,-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"PSG IMS, Coimbatore",OPHTHALMOLOGY,"₹3,50,000*","₹25,000*",0,₹0,1130,1816(1),2256(1),2256(1),-,-,-,-,-,-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,"CMC, Vellore",PAEDIATRICS,"₹65,470*","₹51,000",2,"₹40,00,000",2879,1869(1),2260(1),2260(1),-,-,-,-,-,-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"CMC, Vellore",TBRD,"₹65,470*","₹51,000",2,"₹40,00,000",2879,2075(1),2261(1),2261(1),-,-,-,-,-,-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,"Madras Med Coll, Chennai",GERIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,1647(1),1647(1),2262(1),-,-,-,-,-,-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,Govt Vellore Med Coll,ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2858,1474(1),2268(1),2268(1),-,-,-,-,-,-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",ORTHOPAEDICS,"₹3,50,000*","₹35,000*",0,₹0,800,2277(1),2277(1),2277(1),-,-,-,-,-,-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"CMC, Vellore",IHBT,"₹65,470*","₹51,000",2,"₹40,00,000",2879,2307(1),2307(1),2307(1),-,-,-,-,-,-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",ANAESTHESIOLOGY,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",470,1500(1),2313(1),2313(1),-,-,-,-,-,-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Velammal Med Col, Madurai",PSYCHIATRY,"₹3,50,000*","₹37,000*",0,₹0,1024,2334(1),2334(1),2334(1),-,-,-,-,-,-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Tagore Med Coll, Chennai",OBG,"₹3,50,000*","₹35,000*",0,₹0,818,1766(1),2344(1),2344(1),-,-,-,-,-,-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",OBG,"₹3,50,000*","₹35,000*",0,₹0,800,2367(1),2367(1),2367(1),-,-,-,-,-,-,-,-
