Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2024 1,CR 2024 2,CR 2024 3
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",ENT,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,597(1),543(1),876(1),494(1),753(1),753(1)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"RD Gardi, Ujjain",GENERAL MEDICINE,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,1131(1),1131(1),1138(1),751(1),755(1),755(1)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",GENERAL MEDICINE,"₹19,70,000*","₹72,633",1,"₹10,00,000",912,-,584(2),585(2),-,-,756(1)
MP Govt Quota,UR/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,626(2),670(2),673(2),526(2),701(2),769(2)
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",OPHTHALMOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,-,-,-,-,-,782(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Amaltas IMS, Dewas",RADIO DIAGNOSIS,"₹21,50,000*","₹69,115*",1,"₹10,00,000",720,332(1),467(1),468(1),510(1),408(1),784(1)
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",EMERGENCY MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,243(1),366(1),368(1),344(1),415(1),787(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",OBG,"₹19,70,000*","₹72,633",1,"₹10,00,000",912,664(1),694(1),697(1),613(1),545(1),794(2)
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",OPHTHALMOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,-,-,-,395(1),653(1),801(1)
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",ORTHOPAEDICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,-,-,301(1),508(1),809(1)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Govt Med Coll, Ratlam",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,710(1),755(1),794(1),575(1),611(1),813(1)
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",OPHTHALMOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,-,-,366(1),626(1),814(1)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",OBG,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,752(1),810(1),814(1),730(1),394(1),815(1)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",ORTHOPAEDICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,-,-,-,811(1),818(1),818(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Index Med Coll, Indore",DERMATOLOGY,"₹22,50,000*","₹69,115*",1,"₹10,00,000",1299,536(1),776(2),779(2),544(1),678(1),822(1)
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",ENT,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,491(1),-,249(1),477(1),824(1)
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",ENT,"₹1,01,500*","₹75,444",1,"₹10,00,000",750,497(1),714(1),772(1),423(1),619(1),827(1)
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,669(2),697(3),700(3),514(2),717(2),831(2)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",ORTHOPAEDICS,"₹19,70,000*","₹69,115*",1,"₹10,00,000",1230,721(4),797(6),801(5),826(4),846(4),846(3)
MP Priv-Open,OBC/X/OP Service,Madhya Pradesh,"RD Gardi, Ujjain",RADIO DIAGNOSIS,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,-,-,-,282(1),283(1),856(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"RD Gardi, Ujjain",ORTHOPAEDICS,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,522(1),553(1),554(1),477(1),542(1),881(1)
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"SSMC, Rewa",PAEDIATRICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,668(1),841(1),845(1),881(1),889(1),889(1)
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,360(1),379(1),381(1),374(1),463(1),896(1)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",GENERAL MEDICINE,"₹20,45,000*","₹69,115*",1,"₹10,00,000",750,660(2),882(10),887(10),536(1),556(1),899(1)
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",750,681(1),699(1),702(1),643(1),736(1),907(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Amaltas IMS, Dewas",DERMATOLOGY,"₹21,50,000*","₹69,115*",1,"₹10,00,000",720,622(1),622(1),623(1),568(1),569(1),913(1)
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"SSMC, Rewa",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,326(1),381(1),383(1),365(1),495(1),921(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"RD Gardi, Ujjain",GENERAL SURGERY,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,759(3),867(4),872(4),488(1),896(1),931(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Index Med Coll, Indore",GENERAL MEDICINE,"₹20,05,000*","₹69,115*",1,"₹10,00,000",1299,573(3),898(5),903(5),729(6),733(6),933(7)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Peoples College, Bhopal",OBG,"₹19,05,000*","₹75,444",1,"₹10,00,000",1150,661(3),661(4),664(4),772(2),868(2),943(2)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",TBRD,"₹18,37,000*","₹69,115*",1,"₹10,00,000",1230,566(1),983(2),989(2),686(1),944(1),944(1)
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",EMERGENCY MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,538(1),634(1),947(1)
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Gandhi Med Coll, Bhopal",PAEDIATRICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,855(2),1140(2),1147(1),943(2),951(2),951(2)
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"Govt Med Coll, Datia",OPHTHALMOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",540,-,-,-,491(1),718(1),956(1)
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"SSMC, Rewa",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,321(1),364(1),400(1),357(1),417(1),958(2)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",OBG,"₹20,70,000*","₹69,115*",1,"₹10,00,000",1230,587(1),656(1),659(1),637(2),639(2),959(2)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"RKDF Medical College, Jatkhedi",OBG,"₹18,70,000*","₹69,115*",1*,"₹10,00,000*",-,-,-,-,948(1),956(1),960(1)
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",OPHTHALMOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,318(1),318(1),319(1),389(1),564(1),964(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Amaltas IMS, Dewas",OBG,"₹19,20,000*","₹69,115*",1,"₹10,00,000",720,694(1),910(2),915(2),885(1),965(1),965(1)
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",RADIATION ONCOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,-,-,-,298(1),865(1),967(1)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",ORTHOPAEDICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,781(1),781(1),785(1),964(1),972(1),972(1)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",OBG,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,736(1),802(1),-,800(2),819(2),976(2)
MP Govt Quota,UR/X/OP,Madhya Pradesh,"SSMC, Rewa",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,675(2),698(2),682(1),616(2),803(2),980(2)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Peoples College, Bhopal",ORTHOPAEDICS,"₹18,20,000*","₹75,444",1,"₹10,00,000",1150,903(2),916(2),921(2),925(2),881(2),981(2)
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"SSMC, Rewa",ENT,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,-,-,-,573(1),985(1),985(1)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Index Med Coll, Indore",DERMATOLOGY,"₹22,50,000*","₹69,115*",1,"₹10,00,000",1299,776(1),1021(1),1027(1),983(1),991(1),991(1)
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,646(2),715(2),718(2),597(2),1000(2),999(1)
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Govt Med Coll, Datia",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",540,682(1),731(2),774(2),647(1),814(1),1011(1)
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,679(1),794(1),798(1),664(1),1013(1),1013(1)
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Govt Med Coll, Ratlam",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,-,-,578(1),809(2),1019(2)
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",PAEDIATRICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,914(1),914(1),-,1016(1),1024(1),1024(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",PAEDIATRICS,"₹18,30,000*","₹72,633",1,"₹10,00,000",912,-,833(1),837(1),701(2),694(2),1036(3)
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"MGM Med Coll, Indore",ORTHOPAEDICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,1031(1),1039(1),1039(1)
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Govt Med Coll, Ratlam",ENT,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,-,-,-,1047(1),1047(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"RD Gardi, Ujjain",TBRD,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,634(2),783(2),787(2),636(1),638(1),1049(2)
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",750,-,-,-,710(1),1059(1),1059(1)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"RD Gardi, Ujjain",TBRD,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,-,1097(1),1103(1),990(1),1030(1),1060(1)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"SSMC, Rewa",DERMATOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,468(1),468(1),-,490(1),491(1),1065(1)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",PAEDIATRICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,830(1),830(1),834(1),711(1),813(1),1068(1)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",OBG,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,802(1),874(1),-,804(1),811(1),1075(1)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"LNMC & RC, Bhopal",RADIO DIAGNOSIS,"₹22,80,000*","₹69,115*",1,"₹10,00,000",750,530(1),530(1),-,1067(1),1076(1),1076(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",PAEDIATRICS,"₹19,60,000*","₹69,115*",1,"₹10,00,000",750,743(3),979(5),985(5),781(3),969(3),1082(4)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Amaltas IMS, Dewas",ORTHOPAEDICS,"₹18,10,000*","₹69,115*",1,"₹10,00,000",720,868(1),1201(1),1208(1),906(1),933(1),1089(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"RKDF Medical College, Jatkhedi",GENERAL MEDICINE,"₹18,70,000*","₹69,115*",1*,"₹10,00,000*",-,593(1),941(2),946(2),738(2),833(2),1091(2)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Index Med Coll, Indore",OBG,"₹20,05,000*","₹69,115*",1,"₹10,00,000",1299,726(2),997(3),1003(3),898(3),968(3),1104(5)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",PAEDIATRICS,"₹19,70,000*","₹69,115*",1,"₹10,00,000",1230,584(1),1239(3),1246(2),856(2),886(2),1108(5)
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,783(1),1121(1),1121(1)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",OBG,"₹20,45,000*","₹69,115*",1,"₹10,00,000",750,813(1),852(3),857(3),951(1),959(1),1125(1)
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,708(1),815(1),819(1),648(1),727(1),1129(1)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"RD Gardi, Ujjain",DERMATOLOGY,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,1441(1),1441(1),1456(1),1130(1),1139(1),1139(1)
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Gandhi Med Coll, Bhopal",ORTHOPAEDICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,1061(1),1061(1),-,1131(1),1140(1),1140(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"RKDF Medical College, Jatkhedi",PAEDIATRICS,"₹18,40,000*","₹69,115*",1*,"₹10,00,000*",-,898(1),1114(1),1120(1),1083(1),1019(1),1142(2)
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",ENT,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,-,-,-,-,-,1146(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",EMERGENCY MEDICINE,"₹18,37,000*","₹69,115*",1,"₹10,00,000",1230,780(1),-,-,1232(1),1151(1),1151(1)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Index Med Coll, Indore",GENERAL MEDICINE,"₹20,05,000*","₹69,115*",1,"₹10,00,000",1299,689(1),1071(4),1077(4),891(1),899(1),1152(4)
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"Govt Med Coll, Ratlam",ORTHOPAEDICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,-,-,-,616(1),1165(1)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,760(1),878(1),883(1),1047(2),1067(2),1168(1)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"RKDF Medical College, Jatkhedi",GENERAL MEDICINE,"₹18,70,000*","₹69,115*",1*,"₹10,00,000*",-,705(1),1366(2),1378(2),-,-,1171(1)
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,919(3),1156(4),1163(4),849(3),866(3),1172(3)
MP Govt Quota,OBC/X/OP Service,Madhya Pradesh,"MGM Med Coll, Indore",PAEDIATRICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,806(1),1299(1),1311(1),848(1),856(1),1175(1)
MP Govt Quota,OBC/X/OP Service,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",PAEDIATRICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",750,-,-,-,-,-,1176(1)
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",ORTHOPAEDICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,1091(1),1091(1),-,1173(1),1182(1),1182(1)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Govt Med Coll, Khandwa",PAEDIATRICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",-,-,-,-,806(1),1068(1),1186(1)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Govt Med Coll, Datia",OBG,"₹1,01,500*","₹75,444",1,"₹10,00,000",540,924(1),985(1),991(1),812(1),1065(1),1196(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"RD Gardi, Ujjain",OPHTHALMOLOGY,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,967(1),1178(2),1185(2),835(2),1199(2),1199(2)
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",ENT,"₹1,01,500*","₹75,444",1,"₹10,00,000",750,-,-,-,571(1),782(1),1229(1)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",PSYCHIATRY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,-,1292(1),1303(1),1220(1),1230(1),1230(1)
MP Govt Quota,OBC/X/OP Service,Madhya Pradesh,"Gandhi Med Coll, Bhopal",ORTHOPAEDICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,-,-,1167(1),1176(1),1231(1)
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,961(2),1164(3),1171(3),903(2),1209(2),1243(1)
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Gandhi Med Coll, Bhopal",OBG,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,1423(2),1423(2),1437(1),1236(1),1247(1),1247(1)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",OBG,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,933(2),1056(2),-,1178(2),1187(1),1254(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Peoples College, Bhopal",TBRD,"₹18,20,000*","₹75,444",1,"₹10,00,000",1150,700(1),1135(2),1142(2),807(1),1049(1),1256(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",OPHTHALMOLOGY,"₹19,70,000*","₹69,115*",1,"₹10,00,000",1230,748(2),1177(2),1184(2),840(1),760(1),1258(2)
MP Govt Quota,UR/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,779(2),1333(3),1308(3),941(2),1214(2),1268(2)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"RD Gardi, Ujjain",PSYCHIATRY,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,1022(1),1358(3),1370(3),882(1),1179(1),1272(2)
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Govt Med Coll, Ratlam",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,1537(1),2100(2),2187(2),-,-,1280(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"RD Gardi, Ujjain",ANAESTHESIOLOGY,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,847(3),1387(7),1327(6),1061(3),1088(3),1281(3)
MP Govt Quota,UR/X/OP,Madhya Pradesh,"SSMC, Rewa",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,1002(1),1365(2),1377(2),946(1),1243(1),1288(1)
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"SSMC, Rewa",OBG,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,-,-,-,1288(1),1299(1),1299(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",ORTHOPAEDICS,"₹18,30,000*","₹72,633",1,"₹10,00,000",912,808(1),1069(2),1075(2),959(1),967(1),1304(1)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",PAEDIATRICS,"₹18,30,000*","₹72,633",1,"₹10,00,000",912,-,-,-,926(1),1073(1),1308(2)
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",RADIO DIAGNOSIS,"₹23,10,000*","₹69,115*",1,"₹10,00,000",1230,-,984(1),-,1237(1),1252(1),1315(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",ORTHOPAEDICS,"₹19,60,000*","₹69,115*",1,"₹10,00,000",750,916(3),1223(4),1230(4),1157(4),1166(4),1318(4)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"RD Gardi, Ujjain",PAEDIATRICS,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,-,-,-,1320(1),1332(1),1332(1)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"SSMC, Rewa",OBG,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,810(1),924(2),929(2),808(1),976(1),1336(1)
MP Govt Quota,OBC/X/OP Service,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",TBRD,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,-,-,-,1325(1),1337(1),1337(1)
MP Priv-Open,SC/X/OP,Madhya Pradesh,"RD Gardi, Ujjain",GENERAL MEDICINE,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,-,-,-,1329(1),1341(1),1341(1)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",EMERGENCY MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,-,1134(1),1141(1),-,-,1342(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Index Med Coll, Indore",PAEDIATRICS,"₹19,12,000*","₹69,115*",1,"₹10,00,000",1299,744(1),1001(2),1007(1),1028(4),1091(4),1348(4)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Peoples College, Bhopal",RADIO DIAGNOSIS,"₹21,30,000*","₹75,444",1,"₹10,00,000",1150,-,-,-,1350(1),1362(1),1362(1)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"SSMC, Rewa",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,878(1),1119(1),1125(1),1121(1),1130(1),1363(1)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Govt Med Coll, Datia",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",540,1050(1),1152(1),1195(1),1159(1),1168(1),1372(1)
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"MGM Med Coll, Indore",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,1363(1),1375(1),1375(1)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"RD Gardi, Ujjain",ANAESTHESIOLOGY,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,1315(1),1844(2),1893(2),1174(1),1183(1),1383(1)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Peoples College, Bhopal",PAEDIATRICS,"₹18,20,000*","₹75,444",1,"₹10,00,000",1150,786(1),1086(1),1092(1),-,-,1393(1)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",OBG,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,1266(2),1266(1),-,1300(2),1311(2),1405(2)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",GENERAL SURGERY,"₹19,70,000*","₹69,115*",1,"₹10,00,000",1230,751(4),920(6),677(3),912(9),1004(8),1407(10)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Amaltas IMS, Dewas",PAEDIATRICS,"₹18,10,000*","₹69,115*",1,"₹10,00,000",720,763(1),1113(2),1119(2),960(1),1053(1),1415(2)
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,677(1),754(2),757(2),600(1),731(1),1427(2)
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,691(1),787(1),791(1),698(1),769(1),1436(2)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",PAEDIATRICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,1367(1),1367(1),-,1424(1),1437(1),1437(1)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"SSMC, Rewa",OPHTHALMOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,1153(1),1244(1),1251(1),1134(1),1143(1),1460(1)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Govt Med Coll, Ratlam",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,-,-,-,1463(1),1463(1)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Index Med Coll, Indore",OBG,"₹20,05,000*","₹69,115*",1,"₹10,00,000",1299,827(1),1587(4),1610(4),1116(1),1125(1),1466(2)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",TBRD,"₹19,60,000*","₹69,115*",1,"₹10,00,000",750,917(2),1198(4),1205(3),1033(2),1116(2),1474(3)
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"SSMC, Rewa",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,-,-,-,1466(1),1480(1),1480(1)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",ENT,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,1236(1),1801(1),-,1111(1),1485(1),1485(1)
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",EMERGENCY MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,-,-,-,585(1),787(1),1493(1)
