Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2024 6,CR 2024 7
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Dr Patnam MRInstofMS,Chevella",ORTHOPAEDICS,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",-,-,-,-,-,-,-,1416(1),1416(1),1415(1),1415(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Osmania Med Coll, Hyderabad",PATHOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",4800,2120(3),2451(3),2563(3),2563(3),2563(3),2563(3),1133(3),1264(3),1416(4),1416(4),-,-,-
Tel Govt-NS LOC,BCB-FEM,Telangana,"MNR Med Coll, Sangareddy",ANAESTHESIOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",760,-,-,-,-,-,-,1418(1),1418(1),1417(1),1417(1),-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Bhaskar Med Coll, Yenkapally",GENERAL MEDICINE,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,-,2110(1),2118(1),2118(1),2118(1),2118(1),1354(1),1354(1),1421(1),1421(1),-,-,-
Tel Govt-NS LOC,BCD-GEN,Telangana,"Bhaskar Med Coll, Yenkapally",OPHTHALMOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,-,-,-,-,-,-,1424(1),1424(1),1423(1),1423(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Bhaskar Med Coll, Yenkapally",ANAESTHESIOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,-,-,-,-,-,-,1074(1),1074(1),1429(1),1429(1),-,-,-
Tel Govt-NS LOC,BCA-FEM,Telangana,"RVM IMSRC, Siddipet",OBG,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",1110,-,-,-,-,-,-,1060(1),1433(1),1432(1),1432(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Gandhi Med Coll, Secunderabad",PATHOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",1200,1575(1),1916(1),2758(1),2945(2),2945(2),2945(2),-,-,1434(1),1434(1),-,-,-
Tel Govt-NS LOC,BCB-FEM,Telangana,"Mamata Med Coll, Khammam",GENERAL SURGERY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,-,-,-,-,-,-,728(1),728(1),1435(1),1435(1),-,-,-
Tel Govt-NS LOC,BCE-GEN,Telangana,"MNR Med Coll, Sangareddy",OBG,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",760,-,-,-,-,-,-,999(1),999(1),1439(1),1439(1),-,-,-
Tel Govt-NS LOC,MIN-FEM-MSM,Telangana,"DrVRK Womens MedColl,Aziznagar",OBG,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",500,1892(1),1892(1),2881(1),2881(1),2881(1),2881(1),1007(1),1007(1),1441(1),1441(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"CAIMS, Karimnagar",OPHTHALMOLOGY,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,-,-,-,-,-,-,942(1),942(1),1442(1),1442(1),-,-,-
Tel Govt-NS LOC,BCB-FEM,Telangana,"CAIMS, Karimnagar",GENERAL SURGERY,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,1923(1),2002(1),2885(1),3044(1),3044(1),3044(1),943(1),973(1),1444(1),1444(1),-,-,-
Tel Govt-NS LOC,BCA-FEM,Telangana,"Mamata Med Coll, Khammam",PAEDIATRICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,-,-,-,-,-,-,1090(1),1090(1),1445(1),1445(1),-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Mediciti IMS, Ghanpur",GENERAL MEDICINE,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",720,-,-,-,-,-,-,-,-,1446(1),1446(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"MNR Med Coll, Sangareddy",EMERGENCY MEDICINE,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",760,-,-,-,-,-,-,1303(1),1303(1),1449(1),1449(1),-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"SVS Med Coll, Mehboobnagar",PAEDIATRICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",760,-,-,-,-,-,-,1447(1),1447(1),1450(1),1450(1),-,-,-
Tel Govt-NS LOC,BCA-GEN,Telangana,"Kakatiya Med Coll, Warangal",ANAESTHESIOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",1150,-,-,-,-,-,-,-,709(1),1452(1),1452(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Kamineni IMS, Narketpally",ANAESTHESIOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,2443(1),2458(1),3185(1),3185(1),3185(1),3185(1),1288(1),1291(1),1454(1),1454(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"ESIC Med Coll,Sanath Nagar",PMR,"₹2,50,000*","₹1,26,927*",2*,"₹10,00,000*",690,2097(1),2132(1),2928(1),2928(1),2928(1),2928(1),1456(1),1456(1),1455(2),1455(2),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"RVM IMSRC, Siddipet",ORTHOPAEDICS,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",1110,-,-,-,-,-,-,1123(1),1158(1),1457(1),1760(1),-,-,-
Tel Govt-NS LOC,BCB-FEM,Telangana,"Mamata AcadofMedSci,Bachupally",GENERAL SURGERY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",-,-,-,-,-,-,-,-,1171(1),1458(1),1458(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Mamata Med Coll, Khammam",PSYCHIATRY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,-,-,-,-,-,-,1253(1),1364(1),1459(1),1459(1),-,-,-
Tel Govt-NS LOC,BCD-GEN,Telangana,"Kamineni IMS, Narketpally",ORTHOPAEDICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,-,-,-,-,-,-,1461(1),1461(1),1460(1),1460(1),-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Kamineni (KAMSRC), Hyderabad",PAEDIATRICS,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",650,-,-,-,-,-,-,1464(1),1464(1),1463(1),1463(1),-,-,-
Tel Govt-NS LOC,SC-FEM,Telangana,"SVS Med Coll, Mehboobnagar",GENERAL MEDICINE,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",760,1874(1),1874(1),3030(1),3030(1),3030(1),3030(1),-,-,1464(1),1464(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Kamineni IMS, Narketpally",ORTHOPAEDICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,-,-,-,-,-,-,1521(1),1521(1),1467(1),1819(1),-,-,-
Tel Govt-NS LOC,SC-FEM,Telangana,"Gandhi Med Coll, Secunderabad",TBRD,"₹25,000*","₹58,289",1,"₹20,00,000",1200,-,-,-,-,-,-,1187(1),1187(1),1473(1),1473(1),-,-,-
Tel Govt-NS LOC,BCD-FEM,Telangana,"Rajiv Gandhi IMS, Adilabad",PATHOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",Info Not Available,-,-,-,-,-,-,1479(1),1479(1),1478(1),1478(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Prathima IMS, Karimnagar",ORTHOPAEDICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,1933(1),1933(1),2825(1),2825(1),2825(1),2825(1),1095(1),1105(1),1479(2),1680(2),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"CAIMS, Karimnagar",ANAESTHESIOLOGY,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,1919(1),1919(1),2888(1),2888(1),2888(1),2888(1),1304(1),1304(1),1488(1),1488(1),-,-,-
Tel Govt-NS LOC,SC-FEM,Telangana,"Govt Med Coll, Nizamabad",GENERAL SURGERY,"₹25,000*","₹58,289",1,"₹20,00,000",500,-,-,-,-,-,-,1085(1),1112(1),1489(1),1489(1),-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Gandhi Med Coll, Secunderabad",ANAESTHESIOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",1200,2342(1),2373(1),2382(1),2382(1),2382(1),2382(1),1308(1),1308(1),1491(1),1491(1),-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Mamata AcadofMedSci,Bachupally",PAEDIATRICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",-,-,-,-,-,-,-,1493(1),1493(1),1492(1),1492(1),-,-,-
Tel Govt-NS LOC,BCE-GEN,Telangana,"CAIMS, Karimnagar",TBRD,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,-,-,-,-,-,-,1357(1),1357(1),1507(1),1507(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"MNR Med Coll, Sangareddy",ORTHOPAEDICS,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",760,2335(1),2510(1),3017(1),3017(1),3017(1),3017(1),1370(1),1370(1),1508(1),1803(1),-,-,-
Tel Govt-NS LOC,MIN-FEM-MSM,Telangana,"Shadan IMSRC, Peerancheru",ANAESTHESIOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",800,2867(1),2867(1),3151(1),3151(1),3151(1),3151(1),1511(1),1511(1),1510(1),1510(1),-,-,-
Tel Govt-NS LOC,BCE-GEN,Telangana,"Dr Patnam MRInstofMS,Chevella",GENERAL SURGERY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",-,-,-,-,-,-,-,1512(1),1512(1),1511(1),1511(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Mahavir Inst of MS, Vikarabad",GENERAL SURGERY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",700,-,-,-,-,-,-,1050(1),1050(1),1517(1),1580(1),-,-,-
Tel Govt-NS LOC,BCD-GEN,Telangana,"RVM IMSRC, Siddipet",ANAESTHESIOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",1110,-,-,-,-,-,-,1519(1),1519(1),1518(1),1518(1),-,-,-
Tel Govt-NS LOC,BCE-GEN,Telangana,"Gandhi Med Coll, Secunderabad",PATHOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",1200,-,-,-,-,-,-,1266(1),1266(1),1519(1),1519(1),-,-,-
Tel Govt-NS LOC,BCB-GEN,Telangana,"SVS Med Coll, Mehboobnagar",ORTHOPAEDICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",760,-,-,-,-,-,-,-,1121(1),1520(1),1520(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Mamata AcadofMedSci,Bachupally",ANAESTHESIOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",-,-,-,-,-,-,-,-,1135(1),1522(2),1522(2),-,-,-
Tel Govt-NS LOC,MIN-FEM-MSM,Telangana,"DCMS, Hyderabad",ANAESTHESIOLOGY,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1400,2824(1),3045(1),3061(2),3061(2),3061(2),3061(2),977(1),977(1),1524(1),1524(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Kamineni IMS, Narketpally",ENT,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,-,-,-,-,-,-,1119(1),815(1),1525(1),1525(1),-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Kakatiya Med Coll, Warangal",ANAESTHESIOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",1150,-,-,-,-,-,-,-,1325(1),1527(1),1527(1),-,-,-
Tel Govt-NS LOC,MIN-GEN-MSM,Telangana,"Shadan IMSRC, Peerancheru",OPHTHALMOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",800,-,-,-,-,-,-,1369(1),1369(1),1534(1),1534(1),-,-,-
Tel Govt-NS LOC,BCE-GEN,Telangana,"Prathima IMS, Karimnagar",GENERAL SURGERY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,-,-,-,-,-,-,-,-,1535(1),1913(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"CAIMS, Karimnagar",ORTHOPAEDICS,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,2098(1),2233(1),2984(1),3054(2),3054(2),3054(2),1211(1),1211(1),1536(1),1536(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Bhaskar Med Coll, Yenkapally",ENT,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,-,-,-,-,-,-,1066(1),1066(1),1539(1),1539(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Prathima IMS, Karimnagar",OPHTHALMOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,1688(1),1688(1),2591(1),2591(1),2591(1),2591(1),1014(1),1014(1),1540(2),1558(2),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Prathima IMS, Karimnagar",ANAESTHESIOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,2336(2),2336(2),2808(2),2808(2),2808(2),2808(2),1228(2),1228(2),1542(3),1564(3),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Dr Patnam MRInstofMS,Chevella",ENT,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",-,-,-,-,-,-,-,-,-,1544(1),1544(1),-,-,-
Tel Govt-NS LOC,MIN-GEN-MSM,Telangana,"DCMS, Hyderabad",ANAESTHESIOLOGY,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1400,2254(1),2573(1),2584(1),2584(1),2584(1),2584(1),1444(2),1444(2),1549(3),1549(3),-,-,-
Tel Govt-NS LOC,BCB-FEM,Telangana,"Kamineni IMS, Narketpally",TBRD,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,-,-,-,-,-,-,1120(1),1120(1),1555(1),1555(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Kamineni IMS, Narketpally",OPHTHALMOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,-,-,-,-,-,-,1048(1),1220(1),1558(1),1588(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Bhaskar Med Coll, Yenkapally",ORTHOPAEDICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,-,-,-,-,-,-,1560(1),1560(1),1559(1),1559(1),-,-,-
Tel Govt-NS LOC,BCA-GEN,Telangana,"Kamineni IMS, Narketpally",OBG,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,-,-,-,-,-,-,1011(1),1011(1),1560(1),1560(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Mamata Med Coll, Khammam",ORTHOPAEDICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,2042(1),2143(1),2312(1),2312(1),2312(1),2312(1),1121(1),901(1),1562(1),1562(1),-,-,-
Tel Govt-NS LOC,BCB-GEN,Telangana,"Prathima IMS, Karimnagar",PSYCHIATRY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,-,-,-,-,-,-,-,-,1563(1),2270(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Govt Med Coll, Mahabubnagar",PATHOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",900,-,-,-,-,-,-,1234(1),1297(1),1568(1),2048(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"RVM IMSRC, Siddipet",OPHTHALMOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",1110,-,-,-,-,-,-,-,-,1569(1),1569(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Mediciti IMS, Ghanpur",OPHTHALMOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",720,-,-,-,-,-,-,-,1053(1),1575(1),1590(1),-,-,-
Tel Govt-NS LOC,BCB-FEM,Telangana,"MNR Med Coll, Sangareddy",GENERAL SURGERY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",760,-,2140(1),3371(2),3371(2),3371(2),3371(2),-,1215(1),1577(1),1577(1),-,-,-
Tel Govt-NS LOC,MIN-GEN-MSM,Telangana,"Shadan IMSRC, Peerancheru",ENT,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",800,-,-,-,-,-,-,1272(1),1272(1),1579(1),1579(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"CAIMS, Karimnagar",ANAESTHESIOLOGY,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,2439(2),2443(2),3025(2),3025(2),3025(2),3025(2),1166(2),1166(2),1584(3),1629(3),-,-,-
Tel Govt-NS LOC,BCA-GEN,Telangana,"Govt Med Coll, Nizamabad",ANAESTHESIOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",500,-,-,-,-,-,-,-,-,1587(1),1587(1),-,-,-
Tel Govt-NS LOC,BCE-FEM,Telangana,"Surabhi InstituteofMS,Siddipet",OPHTHALMOLOGY,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",-,-,-,-,-,-,-,1566(1),1566(1),1588(1),2497(1),-,-,-
Tel Govt-NS LOC,BCB-GEN,Telangana,"Mamata Med Coll, Khammam",ORTHOPAEDICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,-,-,-,-,-,-,1141(1),1141(1),1589(1),1589(1),-,-,-
Tel Govt-NS LOC,BCB-GEN,Telangana,"Mamata AcadofMedSci,Bachupally",ANAESTHESIOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",-,-,-,-,-,-,-,1307(1),1307(1),1595(1),1595(1),-,-,-
Tel Govt-NS LOC,SC-FEM,Telangana,"Kamineni (KAMSRC), Hyderabad",GENERAL MEDICINE,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",650,-,-,-,-,-,-,878(1),1039(1),1596(1),1596(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"CAIMS, Karimnagar",PSYCHIATRY,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,-,-,-,-,-,-,1541(1),1541(1),1599(1),1599(1),-,-,-
Tel Govt-NS LOC,BCD-FEM,Telangana,"SVS Med Coll, Mehboobnagar",ANAESTHESIOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",760,2753(1),2544(1),3239(1),3239(1),3239(1),3239(1),-,961(1),1601(1),1601(1),-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Govt Med Coll, Siddipet",GENERAL SURGERY,"₹25,000*","₹58,289",1,"₹20,00,000",780,-,-,-,-,-,-,1107(1),1107(1),1604(1),1604(1),-,-,-
Tel Govt-NS LOC,ST-GEN,Telangana,"Gandhi Med Coll, Secunderabad",OBG,"₹25,000*","₹58,289",1,"₹20,00,000",1200,-,-,-,-,-,-,523(1),523(1),1605(1),1605(1),-,-,-
Tel Govt-NS LOC,BCA-FEM,Telangana,"MNR Med Coll, Sangareddy",GENERAL MEDICINE,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",760,-,-,-,-,-,-,976(1),976(1),1608(1),1608(1),-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Osmania Med Coll, Hyderabad",ENT,"₹25,000*","₹58,289",1,"₹20,00,000",4800,-,-,-,-,-,-,840(1),840(1),1611(2),1611(2),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"RVM IMSRC, Siddipet",ANAESTHESIOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",1110,-,-,-,-,-,-,1305(1),1305(1),1612(1),1612(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Bhaskar Med Coll, Yenkapally",ORTHOPAEDICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,2073(1),2073(1),2081(1),2081(1),2081(1),2081(1),1239(1),1239(1),1618(2),1626(2),-,-,-
Tel Govt-NS LOC,MIN-GEN-MSM,Telangana,"Shadan IMSRC, Peerancheru",ORTHOPAEDICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",800,2948(1),2948(1),2963(1),2963(1),2963(1),2963(1),1621(1),1621(1),1620(1),1620(1),-,-,-
Tel Govt-NS LOC,ST-GEN,Telangana,"Osmania Med Coll, Hyderabad",PAEDIATRICS,"₹25,000*","₹58,289",1,"₹20,00,000",4800,2172(1),2172(1),2180(1),2180(1),2180(1),2180(1),1155(1),1294(1),1621(1),1621(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Mamata Med Coll, Khammam",ENT,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,1951(1),1951(1),2697(1),3364(1),3364(1),3364(1),1038(1),1038(1),1622(2),1622(2),-,-,-
Tel Govt-NS LOC,BCB-GEN,Telangana,"Osmania Med Coll, Hyderabad",PATHOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",4800,2633(1),2633(1),3817(1),3817(1),3817(1),3817(1),1264(1),1374(1),1624(2),1624(2),-,-,-
Tel Govt-NS LOC,BCE-GEN,Telangana,"MNR Med Coll, Sangareddy",ORTHOPAEDICS,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",760,-,-,-,-,-,-,-,-,1626(1),1923(1),-,-,-
Tel Govt-NS LOC,BCD-GEN,Telangana,"CAIMS, Karimnagar",ANAESTHESIOLOGY,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,-,-,-,-,-,-,1602(1),1602(1),1629(1),1775(1),-,-,-
Tel Govt-NS LOC,SC-FEM,Telangana,"Bhaskar Med Coll, Yenkapally",RADIO DIAGNOSIS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,-,-,-,-,-,-,1510(1),1510(1),1633(2),1633(2),-,-,-
Tel Govt-NS LOC,SC-FEM,Telangana,"MNR Med Coll, Sangareddy",GENERAL MEDICINE,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",760,2396(1),2396(1),2405(1),2405(1),2405(1),2405(1),1646(1),1646(1),1645(1),1645(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Mediciti IMS, Ghanpur",ANAESTHESIOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",720,2334(1),2334(1),2343(1),2343(1),2343(1),2343(1),1135(1),1184(1),1646(1),1648(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Dr Patnam MRInstofMS,Chevella",ANAESTHESIOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",-,-,-,-,-,-,-,1378(1),1378(1),1648(1),1798(1),-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Prathima IMS, Karimnagar",PAEDIATRICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,-,-,-,-,-,-,1652(1),1652(1),1651(1),1651(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Govt Med Coll, Siddipet",PATHOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",780,-,-,-,-,-,-,1286(1),1286(1),1654(1),1654(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Mediciti IMS, Ghanpur",ORTHOPAEDICS,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",720,2257(1),2335(1),2749(1),2749(1),2749(1),2749(1),1346(1),1346(1),1663(1),1694(1),-,-,-
Tel Govt-NS LOC,BCD-GEN,Telangana,"CAIMS, Karimnagar",OPHTHALMOLOGY,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,-,-,-,-,-,-,-,-,1664(1),2004(1),-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"NIMS, Hyderabad",ORTHOPAEDICS,"₹72,000*","₹1,11,780",1,"₹50,00,000",1498,-,-,-,-,-,-,876(1),876(1),1665(1),1665(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"RVM IMSRC, Siddipet",ENT,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",1110,-,-,-,-,-,-,867(1),867(1),1673(1),1695(1),-,-,-
Tel Govt-NS LOC,BCC-GEN,Telangana,"ESIC Med Coll,Sanath Nagar",IHBT,"₹2,50,000*","₹1,26,927*",2*,"₹10,00,000*",690,-,-,-,-,-,-,1929(1),1677(1),1676(1),1676(1),-,-,-
Tel Govt-NS LOC,BCD-GEN,Telangana,"Mamata Med Coll, Khammam",ENT,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,-,-,-,-,-,-,1681(1),1681(1),1680(1),1687(1),-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"MNR Med Coll, Sangareddy",ANAESTHESIOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",760,2500(1),2500(1),3188(2),3188(2),3188(2),3188(2),1314(1),1359(1),1684(1),1809(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Dr Patnam MRInstofMS,Chevella",ANAESTHESIOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",-,2547(1),2545(1),3220(1),3220(1),3220(1),3220(1),1394(1),1394(1),1685(1),1685(1),-,-,-
Tel Govt-NS LOC,BCD-FEM,Telangana,"Kamineni IMS, Narketpally",ENT,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,-,-,-,-,-,-,1688(1),1688(1),1687(1),2371(1),-,-,-
Tel Govt-NS LOC,ST-GEN,Telangana,"Osmania Med Coll, Hyderabad",OBG,"₹25,000*","₹58,289",1,"₹20,00,000",4800,2282(1),2282(1),2291(1),2291(1),2291(1),2291(1),733(1),1155(1),1688(2),1688(2),-,-,-
Tel Govt-NS LOC,BCA-GEN,Telangana,"Kamineni (KAMSRC), Hyderabad",ANAESTHESIOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",650,2641(1),2641(1),2652(1),2652(1),2652(1),2652(1),1691(1),1691(1),1690(1),1690(1),-,-,-
Tel Govt-NS LOC,BCA-GEN,Telangana,"Osmania Med Coll, Hyderabad",PSYCHIATRY,"₹25,000*","₹58,289",1,"₹20,00,000",4800,2972(1),2972(1),2987(1),2987(1),2987(1),2987(1),1383(1),1383(1),1692(1),1692(1),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Mahavir Inst of MS, Vikarabad",ORTHOPAEDICS,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",700,-,-,-,-,-,-,1343(1),1343(1),1694(1),1805(1),-,-,-
Tel Govt-NS LOC,BCE-GEN,Telangana,"Maheshwara Med Coll, Medak",GENERAL SURGERY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",745,-,-,-,-,-,-,1518(1),1518(1),1696(1),1696(1),-,-,-
Tel Govt-NS LOC,SC-FEM,Telangana,"Osmania Med Coll, Hyderabad",OPHTHALMOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",4800,1945(1),2261(1),2332(1),2332(1),2332(1),2332(1),1473(1),1473(1),1702(2),1702(2),-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"ESIC Med Coll,Sanath Nagar",IHBT,"₹2,50,000*","₹1,26,927*",2*,"₹10,00,000*",690,-,-,-,-,-,-,1643(1),1643(1),1714(2),1714(2),-,-,-
